x	y	key	tooltip	clickSelects	showSelected1
-1.53022282288679	-1.60597194593036	3	fold 3 featureless=-1.530 rpart=-1.606	3	sin hard 1000
-1.4700613707045	-1.61238835857041	4	fold 4 featureless=-1.470 rpart=-1.612	4	sin hard 1000
-1.54534215928361	-1.60134831610526	5	fold 5 featureless=-1.545 rpart=-1.601	5	sin hard 1000
-1.57203086456792	-1.65469796696027	6	fold 6 featureless=-1.572 rpart=-1.655	6	sin hard 1000
-1.54727649025213	-1.54727649025213	1	fold 1 featureless=-1.547 rpart=-1.547	1	sin impossible 10
-1.52560373525763	-1.52560373525763	2	fold 2 featureless=-1.526 rpart=-1.526	2	sin impossible 10
-1.52658312324874	-1.52658312324874	3	fold 3 featureless=-1.527 rpart=-1.527	3	sin impossible 10
-1.52758622908799	-1.52758622908799	4	fold 4 featureless=-1.528 rpart=-1.528	4	sin impossible 10
-1.56007409788988	-1.56007409788988	5	fold 5 featureless=-1.560 rpart=-1.560	5	sin impossible 10
-1.63681020369169	-1.63681020369169	6	fold 6 featureless=-1.637 rpart=-1.637	6	sin impossible 10
-1.57109867674541	-1.57109867674541	1	fold 1 featureless=-1.571 rpart=-1.571	1	sin impossible 18
-1.56361646423068	-1.56361646423068	2	fold 2 featureless=-1.564 rpart=-1.564	2	sin impossible 18
-1.49040713829785	-1.49040713829785	3	fold 3 featureless=-1.490 rpart=-1.490	3	sin impossible 18
-1.52753197176628	-1.52753197176628	4	fold 4 featureless=-1.528 rpart=-1.528	4	sin impossible 18
-1.54225687182372	-1.54225687182372	5	fold 5 featureless=-1.542 rpart=-1.542	5	sin impossible 18
-1.64154555913942	-1.64154555913942	6	fold 6 featureless=-1.642 rpart=-1.642	6	sin impossible 18
-1.55766729352377	-1.46142022867709	1	fold 1 featureless=-1.558 rpart=-1.461	1	sin impossible 32
-1.53867942940538	-1.46270289326448	2	fold 2 featureless=-1.539 rpart=-1.463	2	sin impossible 32
-1.42933058121739	-1.40594854640897	3	fold 3 featureless=-1.429 rpart=-1.406	3	sin impossible 32
-1.52535452901496	-1.45212951184783	4	fold 4 featureless=-1.525 rpart=-1.452	4	sin impossible 32
-1.54573108366578	-1.4660273224153	5	fold 5 featureless=-1.546 rpart=-1.466	5	sin impossible 32
-1.64013146778238	-1.51729639922967	6	fold 6 featureless=-1.640 rpart=-1.517	6	sin impossible 32
-1.5678927180064	-1.47496080257299	1	fold 1 featureless=-1.568 rpart=-1.475	1	sin impossible 56
-1.55700831633308	-1.46554783030292	2	fold 2 featureless=-1.557 rpart=-1.466	2	sin impossible 56
-1.50110860639601	-1.43376411901642	3	fold 3 featureless=-1.501 rpart=-1.434	3	sin impossible 56
-1.50984816404865	-1.45705060098126	4	fold 4 featureless=-1.510 rpart=-1.457	4	sin impossible 56
-1.57594578146788	-1.52729727653387	5	fold 5 featureless=-1.576 rpart=-1.527	5	sin impossible 56
-1.58505603158425	-1.47468630345053	6	fold 6 featureless=-1.585 rpart=-1.475	6	sin impossible 56
-1.57526419811278	-1.45679349743449	1	fold 1 featureless=-1.575 rpart=-1.457	1	sin impossible 100
-1.56547982734705	-1.42454791977481	2	fold 2 featureless=-1.565 rpart=-1.425	2	sin impossible 100
-1.51467204104176	-1.42972810298735	3	fold 3 featureless=-1.515 rpart=-1.430	3	sin impossible 100
-1.50991702447692	-1.40298080319439	4	fold 4 featureless=-1.510 rpart=-1.403	4	sin impossible 100
-1.57628209650195	-1.47610605329554	5	fold 5 featureless=-1.576 rpart=-1.476	5	sin impossible 100
-1.61277932848767	-1.5640365679404	6	fold 6 featureless=-1.613 rpart=-1.564	6	sin impossible 100
-1.57609518547824	-1.45292463899453	1	fold 1 featureless=-1.576 rpart=-1.453	1	sin impossible 178
-1.56594044767196	-1.4693069160019	2	fold 2 featureless=-1.566 rpart=-1.469	2	sin impossible 178
-1.52225904523434	-1.48036493282951	3	fold 3 featureless=-1.522 rpart=-1.480	3	sin impossible 178
-1.50538236425404	-1.37600650432142	4	fold 4 featureless=-1.505 rpart=-1.376	4	sin impossible 178
-1.57431864957524	-1.489473666814	5	fold 5 featureless=-1.574 rpart=-1.489	5	sin impossible 178
-1.62012889369607	-1.57820187424506	6	fold 6 featureless=-1.620 rpart=-1.578	6	sin impossible 178
-1.57601666517037	-1.45732089215638	1	fold 1 featureless=-1.576 rpart=-1.457	1	sin impossible 316
-1.56434874080592	-1.48957412077822	2	fold 2 featureless=-1.564 rpart=-1.490	2	sin impossible 316
-1.51871319974101	-1.46638687191026	3	fold 3 featureless=-1.519 rpart=-1.466	3	sin impossible 316
-1.5187224759824	-1.42240130237405	4	fold 4 featureless=-1.519 rpart=-1.422	4	sin impossible 316
-1.57533199348755	-1.54928400601411	5	fold 5 featureless=-1.575 rpart=-1.549	5	sin impossible 316
-1.63716191665737	-1.60889450056344	6	fold 6 featureless=-1.637 rpart=-1.609	6	sin impossible 316
-1.57594834320887	-1.56337741981174	1	fold 1 featureless=-1.576 rpart=-1.563	1	sin impossible 562
-1.5663990352672	-1.5637900866241	2	fold 2 featureless=-1.566 rpart=-1.564	2	sin impossible 562
-1.52465536777149	-1.5043187279277	3	fold 3 featureless=-1.525 rpart=-1.504	3	sin impossible 562
-1.51740746865663	-1.51740746865663	4	fold 4 featureless=-1.517 rpart=-1.517	4	sin impossible 562
-1.57543677037131	-1.56183889045388	5	fold 5 featureless=-1.575 rpart=-1.562	5	sin impossible 562
-1.64008850888143	-1.64008850888143	6	fold 6 featureless=-1.640 rpart=-1.640	6	sin impossible 562
-1.57595884689761	-1.56712338276729	1	fold 1 featureless=-1.576 rpart=-1.567	1	sin impossible 1000
-1.56645165237733	-1.56645165237733	2	fold 2 featureless=-1.566 rpart=-1.566	2	sin impossible 1000
-1.52513757077366	-1.511947696675	3	fold 3 featureless=-1.525 rpart=-1.512	3	sin impossible 1000
-1.51617986718393	-1.51617986718393	4	fold 4 featureless=-1.516 rpart=-1.516	4	sin impossible 1000
-1.5750735170008	-1.5750735170008	5	fold 5 featureless=-1.575 rpart=-1.575	5	sin impossible 1000
-1.64087412432569	-1.64087412432569	6	fold 6 featureless=-1.641 rpart=-1.641	6	sin impossible 1000
